start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
2018-11-10T19:22:02.731001,2018-11-10T19:22:02.732458,0.001457,1,10,1,1,1,1,1,1.0
2018-11-10T19:22:02.732543,2018-11-10T19:22:02.732985,0.000442,1,1,1,1,1,1,1,1.0
2018-11-10T19:22:02.733057,2018-11-10T19:22:02.733484,0.000427,1,0,1,1,1,1,1,1.0
2018-11-10T19:22:02.733555,2018-11-10T19:22:02.733982,0.000427,1,11,1,1,1,1,1,1.0
2018-11-10T19:22:02.734053,2018-11-10T19:22:02.734474,0.000421,1,4,1,1,1,1,1,1.0
2018-11-10T19:22:02.734546,2018-11-10T19:22:02.734966,0.00042,1,3,1,1,1,1,1,1.0
2018-11-10T19:22:02.735039,2018-11-10T19:22:02.735459,0.00042,1,3,1,1,1,1,1,1.0
2018-11-10T19:22:02.735530,2018-11-10T19:22:02.735952,0.000422,1,2,1,1,1,1,1,1.0
2018-11-10T19:22:02.736029,2018-11-10T19:22:02.736444,0.000415,1,11,1,1,1,1,1,1.0
2018-11-10T19:22:02.736515,2018-11-10T19:22:02.736935,0.00042,1,1,1,1,1,1,1,1.0
2018-11-10T19:22:02.737007,2018-11-10T19:22:02.737429,0.000422,1,10,1,1,1,1,1,1.0
2018-11-10T19:22:02.737500,2018-11-10T19:22:02.737920,0.00042,1,11,1,1,1,1,1,1.0
2018-11-10T19:22:02.737991,2018-11-10T19:22:02.738415,0.000424,1,8,1,1,1,1,1,1.0
2018-11-10T19:22:02.738485,2018-11-10T19:22:02.738908,0.000423,1,1,1,1,1,1,1,1.0
2018-11-10T19:22:02.738979,2018-11-10T19:22:02.739402,0.000423,1,9,1,1,1,1,1,1.0
2018-11-10T19:22:02.739471,2018-11-10T19:22:02.739894,0.000423,1,6,1,1,1,1,1,1.0
2018-11-10T19:22:02.739963,2018-11-10T19:22:02.740393,0.00043,1,0,1,1,1,1,1,1.0
2018-11-10T19:22:02.740464,2018-11-10T19:22:02.740886,0.000422,1,0,1,1,1,1,1,1.0
2018-11-10T19:22:02.740956,2018-11-10T19:22:02.741377,0.000421,1,1,1,1,1,1,1,1.0
2018-11-10T19:22:02.741448,2018-11-10T19:22:02.741869,0.000421,1,3,1,1,1,1,1,1.0
2018-11-10T19:22:02.742428,2018-11-10T19:22:02.744699,0.002271,2,3 8,1,2,2,2,2,1.5
2018-11-10T19:22:02.744834,2018-11-10T19:22:02.746183,0.001349,2,0 8,1,3,2,2,2,1.6875
2018-11-10T19:22:02.746316,2018-11-10T19:22:02.747642,0.001326,2,11 10,1,3,2,2,2,1.6875
2018-11-10T19:22:02.747773,2018-11-10T19:22:02.749094,0.001321,2,8 6,1,3,2,2,2,1.6875
2018-11-10T19:22:02.749224,2018-11-10T19:22:02.750547,0.001323,2,7 9,1,3,2,2,2,1.6875
2018-11-10T19:22:02.750678,2018-11-10T19:22:02.752003,0.001325,2,0 2,1,3,2,2,2,1.6875
2018-11-10T19:22:02.752135,2018-11-10T19:22:02.753446,0.001311,2,6 5,1,3,2,2,2,1.6875
2018-11-10T19:22:02.753623,2018-11-10T19:22:02.754938,0.001315,2,2 3,1,3,2,2,2,1.6875
2018-11-10T19:22:02.755119,2018-11-10T19:22:02.756449,0.00133,2,1 1,1,3,2,2,2,1.6875
2018-11-10T19:22:02.756630,2018-11-10T19:22:02.757948,0.001318,2,1 5,1,3,2,2,2,1.6875
2018-11-10T19:22:02.758128,2018-11-10T19:22:02.759445,0.001317,2,9 4,1,3,2,2,2,1.6875
2018-11-10T19:22:02.759625,2018-11-10T19:22:02.760943,0.001318,2,11 7,1,3,2,2,2,1.6875
2018-11-10T19:22:02.761075,2018-11-10T19:22:02.762387,0.001312,2,1 6,1,3,2,2,2,1.6875
2018-11-10T19:22:02.762520,2018-11-10T19:22:02.763398,0.000878,2,8 4,1,2,2,2,2,1.5
2018-11-10T19:22:02.763525,2018-11-10T19:22:02.764846,0.001321,2,9 5,1,3,2,2,2,1.6875
2018-11-10T19:22:02.765030,2018-11-10T19:22:02.766350,0.00132,2,3 11,1,3,2,2,2,1.6875
2018-11-10T19:22:02.766535,2018-11-10T19:22:02.767851,0.001316,2,0 10,1,3,2,2,2,1.6875
2018-11-10T19:22:02.768037,2018-11-10T19:22:02.769360,0.001323,2,4 1,1,3,2,2,2,1.6875
2018-11-10T19:22:02.769542,2018-11-10T19:22:02.770855,0.001313,2,1 6,1,3,2,2,2,1.6875
2018-11-10T19:22:02.770988,2018-11-10T19:22:02.772315,0.001327,2,7 10,1,3,2,2,2,1.6875
2018-11-10T19:22:02.772955,2018-11-10T19:22:02.776185,0.00323,3,2 5 5,1,7,3,3,3,2.4125
2018-11-10T19:22:02.776489,2018-11-10T19:22:02.779678,0.003189,3,11 10 10,1,7,3,3,3,2.2875
2018-11-10T19:22:02.780034,2018-11-10T19:22:02.783202,0.003168,3,2 11 3,1,7,3,3,3,2.3333333333333335
2018-11-10T19:22:02.783500,2018-11-10T19:22:02.787115,0.003615,3,4 11 8,1,8,3,3,3,2.3777777777777778
2018-11-10T19:22:02.787512,2018-11-10T19:22:02.789788,0.002276,3,0 3 0,1,5,3,3,3,2.230769230769231
2018-11-10T19:22:02.790077,2018-11-10T19:22:02.791908,0.001831,3,4 1 3,1,4,3,3,3,2.261904761904762
2018-11-10T19:22:02.792101,2018-11-10T19:22:02.795400,0.003299,3,5 3 10,1,5,3,3,3,2.230769230769231
2018-11-10T19:22:02.795871,2018-11-10T19:22:02.829772,0.033901,3,10 7 2,1,38,45,5,6,3.985655737704918
2018-11-10T19:22:02.832089,2018-11-10T19:22:02.834413,0.002324,3,1 2 10,1,5,3,3,3,2.0384615384615383
2018-11-10T19:22:02.834702,2018-11-10T19:22:02.836947,0.002245,3,6 9 1,1,5,3,3,3,2.35
2018-11-10T19:22:02.837235,2018-11-10T19:22:02.840945,0.00371,3,9 7 8,1,8,3,3,3,2.3048780487804876
2018-11-10T19:22:02.841340,2018-11-10T19:22:02.843599,0.002259,3,1 10 8,1,5,3,3,3,2.230769230769231
2018-11-10T19:22:02.843839,2018-11-10T19:22:02.846976,0.003137,3,5 1 4,1,7,3,3,3,2.1944444444444446
2018-11-10T19:22:02.847369,2018-11-10T19:22:02.850993,0.003624,3,7 0 11,1,8,3,3,3,2.3777777777777778
2018-11-10T19:22:02.851393,2018-11-10T19:22:02.882182,0.030789,3,2 1 10,1,41,35,5,6,4.0553097345132745
2018-11-10T19:22:02.884212,2018-11-10T19:22:02.886089,0.001877,3,3 1 1,1,4,3,3,3,2.0238095238095237
2018-11-10T19:22:02.886328,2018-11-10T19:22:02.901134,0.014806,3,1 8 10,1,26,27,5,6,4.3396946564885495
2018-11-10T19:22:02.902141,2018-11-10T19:22:02.904868,0.002727,3,6 10 10,1,6,3,3,3,2.3142857142857145
2018-11-10T19:22:02.905163,2018-11-10T19:22:02.906951,0.001788,3,8 7 3,1,4,3,3,3,2.0238095238095237
2018-11-10T19:22:02.907184,2018-11-10T19:22:02.972990,0.065806,3,5 0 9,1,65,21,3,7,4.838766519823788
2018-11-10T19:22:02.974329,2018-11-10T19:22:03.002781,0.028452,4,10 6 5 6,1,48,26,6,7,5.1603535353535355
2018-11-10T19:22:03.005699,2018-11-10T19:22:03.035922,0.030223,4,7 3 1 8,1,45,22,4,7,5.174740484429066
2018-11-10T19:22:03.036881,2018-11-10T19:22:03.040629,0.003748,4,11 8 10 11,1,8,4,4,4,2.792682926829268
2018-11-10T19:22:03.041027,2018-11-10T19:22:03.115784,0.074757,4,4 3 0 9,1,78,58,6,7,4.566810344827586
2018-11-10T19:22:03.120577,2018-11-10T19:22:03.153653,0.033076,4,3 4 6 2,1,43,38,6,7,4.839912280701754
